frame_index,icon_c0_r0,icon_c0_r1,icon_c0_r2,icon_c1_r0,icon_c1_r1,icon_c1_r2,icon_c2_r0,icon_c2_r1,icon_c2_r2,icon_c3_r0,icon_c3_r1,icon_c3_r2,icon_c4_r0,icon_c4_r1,icon_c4_r2
416,2,2,7,6,6,4,5,5,0,7,3,3,2,4,4
417,7,7,0,0,2,2,7,0,0,3,3,3,7,7,7
418,2,2,2,2,2,2,4,4,6,5,5,4,4,6,6
419,7,7,7,2,2,2,0,0,0,6,6,6,0,0,5
420,2,2,7,4,4,1,5,0,0,7,7,3,6,6,1
421,7,7,7,4,4,4,6,6,6,5,5,7,1,2,2
422,0,5,5,0,3,3,1,1,1,5,5,4,2,0,0
423,4,4,1,6,4,4,2,2,2,1,1,3,5,5,5
424,4,1,1,1,5,5,7,0,0,4,4,4,0,0,0
425,4,4,4,2,2,5,7,0,0,2,4,4,0,5,5
426,2,7,7,7,0,0,4,5,5,3,3,3,2,0,0
427,2,7,7,5,5,5,6,6,6,6,6,6,5,5,6
428,1,1,3,2,2,5,0,3,3,2,2,4,6,2,2
429,6,6,4,1,1,1,2,2,2,3,3,3,0,5,5
430,4,4,1,2,5,5,6,6,6,6,6,1,3,3,3
431,5,5,5,1,5,5,5,5,5,1,3,3,7,7,7
432,4,1,1,1,1,7,7,7,7,6,0,0,4,4,4
433,3,4,4,4,4,1,1,1,1,6,6,6,3,3,3
434,3,3,4,3,3,3,3,7,7,3,3,0,6,6,2
435,1,3,3,1,1,1,5,0,0,3,3,0,1,1,7
436,2,2,2,6,6,4,0,0,2,0,0,2,7,3,3
437,5,6,6,2,5,5,0,0,0,6,6,1,3,3,3
438,7,7,7,2,5,5,1,1,4,2,5,5,4,4,4
439,4,4,4,2,2,2,7,7,0,6,6,6,4,6,6
440,0,0,3,0,3,3,3,3,3,6,0,0,4,4,3
441,3,3,3,2,2,2,6,6,6,5,7,7,1,1,1
442,0,0,5,2,2,5,2,2,4,7,3,3,3,3,3
443,3,3,4,5,0,0,3,3,3,3,5,5,5,5,5
444,0,5,5,1,1,5,0,0,2,4,4,6,6,6,1
445,7,7,0,3,3,6,4,4,4,1,1,1,3,3,3
446,1,1,1,0,3,3,1,1,1,7,7,3,4,4,4
447,2,2,2,2,5,5,1,1,1,7,3,3,7,3,3
448,1,3,3,2,2,2,4,4,4,5,4,4,0,5,5
449,6,6,6,4,4,1,0,0,0,0,2,2,0,5,5
450,2,2,2,1,5,5,6,6,6,5,7,7,0,0,0
451,6,6,6,3,6,6,7,0,0,3,0,0,4,4,4
452,3,4,4,5,0,0,3,7,7,2,2,4,6,1,1
453,0,3,3,7,7,0,6,6,6,3,3,5,3,3,0
454,0,0,3,4,4,1,0,0,3,7,7,3,6,2,2
455,3,0,0,5,5,6,2,4,4,3,3,3,3,3,3
456,5,5,5,3,6,6,4,5,5,1,1,2,4,4,4
457,0,0,0,7,0,0,3,3,7,4,4,4,3,4,4
458,0,3,3,4,1,1,2,2,2,5,5,7,6,6,1
459,1,1,3,3,3,3,2,2,2,3,3,3,5,5,6
460,5,5,6,4,4,1,5,0,0,7,3,3,6,6,2
461,6,6,6,0,2,2,1,1,1,6,1,1,6,1,1
462,0,3,3,2,5,5,7,0,0,5,7,7,6,6,6
463,6,6,6,0,2,2,2,2,4,6,0,0,7,7,3
464,7,7,0,5,6,6,5,5,5,6,1,1,2,4,4
465,7,7,7,0,3,3,3,3,7,3,3,3,6,2,2
466,6,6,6,4,4,4,2,2,4,5,5,4,2,2,4
467,7,7,0,3,3,3,5,0,0,5,5,5,2,2,0
468,3,3,0,1,1,1,1,1,1,1,1,1,1,1,7
469,4,1,1,5,5,5,3,3,3,4,6,6,6,2,2
470,0,0,0,5,5,5,7,7,7,3,3,3,1,1,2
471,2,2,2,0,3,3,0,0,0,6,6,6,3,3,3
472,7,0,0,2,5,5,2,2,2,7,7,3,3,3,0
473,6,6,4,4,4,4,3,7,7,1,3,3,2,2,0
474,5,5,5,7,7,7,4,4,5,5,5,7,1,7,7
475,0,0,0,3,3,3,4,6,6,6,1,1,5,5,6
476,4,4,1,2,2,2,5,5,5,6,1,1,0,0,0
477,0,5,5,0,0,0,0,2,2,1,1,2,4,4,3
478,0,0,5,6,6,4,6,5,5,0,0,0,4,4,3
479,2,2,7,1,1,7,4,4,6,4,4,4,3,3,3
480,6,6,6,5,5,0,0,0,3,2,2,5,4,4,3
481,2,2,7,5,0,0,5,5,1,3,3,0,4,4,4
482,6,4,4,3,6,6,0,3,3,3,3,3,5,6,6
483,6,4,4,0,3,3,0,0,0,5,5,5,0,0,1
484,3,3,3,5,5,0,5,5,5,5,5,4,4,4,4
485,0,5,5,7,0,0,6,5,5,3,3,0,6,2,2
486,4,2,2,0,2,2,0,0,2,2,5,5,4,6,6
487,2,7,7,2,2,2,3,3,7,0,0,2,7,7,3
488,1,1,1,4,1,1,1,1,1,3,3,3,7,7,3
489,5,5,6,3,3,6,3,3,7,7,3,3,3,3,0
490,5,5,6,2,2,5,4,4,4,6,6,6,0,1,1
491,2,2,7,6,6,6,6,6,6,1,1,1,7,3,3
492,2,2,7,0,0,2,7,7,7,1,3,3,2,2,4
493,2,2,7,5,5,5,5,0,0,1,2,2,5,5,6
494,2,2,7,3,3,3,4,4,5,1,2,2,0,1,1
495,1,1,1,4,1,1,1,1,1,6,6,6,5,6,6
496,7,0,0,2,2,5,7,0,0,4,4,6,1,1,2
497,2,7,7,1,1,1,6,6,6,2,2,4,4,6,6
498,2,2,2,4,1,1,0,2,2,5,5,5,3,3,0
499,3,4,4,4,4,1,6,6,5,1,1,3,6,6,2
500,0,3,3,6,1,1,7,0,0,4,4,6,3,3,3
501,0,3,3,5,5,6,1,1,1,2,2,2,3,4,4
502,3,0,0,6,6,4,6,5,5,1,2,2,6,6,6
503,4,2,2,4,4,4,5,5,1,0,0,1,3,3,3
504,0,0,0,7,7,7,7,7,0,5,4,4,0,0,0
505,3,0,0,0,0,2,5,1,1,6,1,1,3,3,3
506,3,3,3,4,4,4,2,2,2,5,7,7,0,1,1
507,0,0,0,1,1,5,4,4,4,6,6,1,6,6,1
508,4,1,1,0,0,2,0,2,2,5,7,7,5,5,5
509,4,2,2,1,5,5,5,5,5,5,5,5,4,4,4
510,7,7,7,6,6,6,6,6,6,2,2,4,1,1,2
511,1,1,1,6,6,1,0,0,3,1,2,2,3,3,4
512,1,1,1,7,0,0,0,0,3,1,1,1,3,3,3
513,0,0,3,7,7,7,6,6,6,3,0,0,7,7,3
514,7,0,0,4,4,4,3,3,7,4,4,4,3,0,0
515,0,0,3,0,3,3,1,4,4,6,0,0,5,5,5
516,1,1,1,7,7,7,0,0,3,7,7,7,0,5,5
517,7,7,0,7,0,0,5,1,1,4,4,4,0,0,0
518,0,0,5,3,3,3,6,6,6,0,0,1,6,2,2
519,7,7,7,1,5,5,7,7,7,7,7,3,5,6,6
520,3,3,4,1,1,1,4,4,6,2,2,4,3,3,3
521,1,1,3,2,5,5,2,2,4,1,2,2,5,5,5
522,6,6,6,5,0,0,4,4,6,0,0,0,3,3,4
523,1,1,1,4,4,4,0,2,2,4,4,4,1,1,2
524,5,5,6,3,6,6,2,2,2,5,5,5,4,4,4
525,5,5,6,1,5,5,3,7,7,0,0,2,3,3,3
526,4,1,1,6,6,1,4,5,5,3,3,0,6,6,1
527,1,1,3,1,5,5,2,4,4,2,5,5,6,1,1
528,3,3,4,7,7,7,2,2,4,5,5,5,0,0,0
529,3,3,3,0,0,0,4,4,5,5,7,7,3,3,0
530,5,5,5,2,2,2,0,0,0,5,5,4,4,4,4
531,3,3,3,5,5,5,5,0,0,1,2,2,4,4,6
532,1,1,1,5,0,0,0,0,0,2,2,4,4,4,6
533,6,4,4,0,0,2,3,7,7,1,1,1,3,3,3
534,5,5,5,2,2,2,2,2,2,1,1,2,0,5,5
535,4,4,4,2,2,2,3,3,3,5,5,7,0,0,1
536,7,7,7,5,5,0,5,1,1,5,5,7,1,1,1
537,7,7,0,2,2,2,6,5,5,3,5,5,2,2,0
538,5,5,5,7,7,0,5,1,1,2,4,4,6,6,2
539,3,3,3,2,2,2,4,5,5,5,5,5,6,1,1
540,2,2,7,0,0,0,5,0,0,0,1,1,2,2,4
541,0,0,5,3,3,3,5,5,5,3,3,3,3,3,3
542,2,7,7,5,5,0,0,0,3,4,4,4,2,2,0
543,6,6,4,5,5,6,2,2,4,6,0,0,3,0,0
544,0,0,0,2,2,5,0,0,2,3,5,5,6,1,1
545,4,4,1,6,1,1,7,7,7,4,4,4,4,4,6
546,3,0,0,7,7,7,2,2,2,2,2,5,6,6,2
547,6,6,6,7,7,7,4,6,6,2,2,4,4,3,3
548,0,5,5,5,5,0,5,5,1,3,5,5,5,5,5
549,2,2,2,3,6,6,4,6,6,2,4,4,5,5,6
550,4,4,4,6,6,6,2,2,2,5,5,5,6,6,6
551,4,4,1,7,0,0,4,4,6,1,1,1,4,4,3
552,7,7,0,1,5,5,2,4,4,4,4,6,0,0,1
553,3,3,3,2,2,5,6,6,6,3,3,5,1,7,7
554,2,7,7,6,1,1,5,5,1,7,3,3,6,1,1
555,4,4,4,1,7,7,1,4,4,1,3,3,6,1,1
556,6,4,4,2,2,5,1,1,1,1,3,3,6,6,2
557,0,5,5,5,6,6,3,3,3,5,5,4,5,5,6
558,4,4,4,2,2,2,0,0,2,7,7,3,7,7,3
559,4,4,1,7,0,0,0,0,3,4,4,6,5,6,6
560,4,4,2,2,2,2,7,7,7,5,7,7,7,3,3
561,7,7,7,3,3,3,2,2,2,2,5,5,4,6,6
562,4,4,1,5,5,5,2,2,4,5,5,5,4,6,6
563,0,0,0,1,5,5,3,3,3,5,4,4,3,3,3
564,4,1,1,3,3,3,0,0,0,2,2,2,3,3,0
565,0,0,5,1,1,7,5,5,1,1,3,3,1,1,1
566,5,5,5,0,0,0,5,5,5,3,3,3,4,4,4
567,4,1,1,2,2,2,6,6,6,0,0,0,4,4,6
568,1,1,1,4,4,4,0,2,2,6,6,1,1,2,2
569,4,4,1,5,0,0,0,0,0,0,0,2,5,5,5
570,3,4,4,5,5,0,3,3,7,5,5,5,3,4,4
571,3,4,4,0,0,2,3,3,7,5,5,4,3,3,3
572,1,1,3,2,5,5,6,5,5,3,0,0,3,3,0
573,7,7,0,5,5,6,5,5,1,6,6,1,7,7,3
574,7,0,0,2,2,2,1,1,1,3,3,0,3,3,4
575,4,1,1,0,3,3,5,5,1,5,5,4,3,3,3
576,0,3,3,1,7,7,2,2,4,0,0,0,3,3,0
577,1,1,3,3,3,6,7,7,0,5,5,5,6,6,1
578,0,5,5,6,6,4,3,3,3,2,5,5,2,2,0
579,0,5,5,3,3,6,0,0,3,7,7,3,6,6,2
580,5,5,5,6,6,1,7,0,0,2,4,4,6,6,6
581,3,0,0,3,3,3,6,6,6,4,4,4,2,2,0
582,3,3,0,7,7,7,1,1,4,1,2,2,4,4,4
583,4,2,2,7,7,0,0,2,2,4,6,6,4,4,4
584,4,1,1,7,7,7,5,5,1,1,3,3,4,6,6
585,5,6,6,2,2,2,1,4,4,5,7,7,3,3,0
586,5,5,5,4,4,1,4,4,5,6,6,6,7,3,3
587,4,4,2,6,6,1,0,0,2,4,4,6,6,6,2
588,5,6,6,3,3,6,4,5,5,3,5,5,4,4,4
589,1,1,3,5,5,6,6,6,6,5,7,7,7,7,3
590,2,2,2,2,2,2,6,6,5,6,6,0,1,1,7
591,7,7,0,3,6,6,7,7,7,0,0,0,6,2,2
592,1,3,3,2,2,2,5,5,5,7,7,7,3,3,3
593,4,4,2,3,3,6,3,3,3,0,0,2,7,7,7
594,2,2,2,6,6,4,4,5,5,7,7,7,2,2,2
595,5,6,6,4,4,4,2,2,4,0,2,2,0,0,0
596,6,4,4,7,0,0,6,6,6,1,1,3,6,6,1
597,2,7,7,5,5,6,1,1,1,4,4,4,3,3,0
598,0,3,3,5,5,0,5,5,0,6,6,6,4,4,4
599,4,2,2,6,6,6,4,4,6,3,3,3,0,0,5
600,3,3,4,5,5,5,1,1,4,5,7,7,4,6,6
601,3,3,3,2,2,5,2,4,4,4,4,6,3,4,4
602,6,6,4,4,4,4,6,6,5,5,5,5,0,0,5
603,0,0,3,5,5,6,4,4,4,7,3,3,7,3,3
604,5,6,6,6,6,6,6,5,5,5,5,4,7,7,3
605,7,7,7,0,0,2,1,4,4,2,2,5,0,5,5
606,6,6,6,4,4,4,7,7,7,1,1,3,4,4,4
607,5,6,6,2,2,2,5,5,0,5,5,5,2,4,4
608,3,3,0,6,6,4,5,5,0,5,5,5,0,1,1
609,3,3,4,4,4,1,0,3,3,2,2,2,5,5,5
610,7,7,0,7,7,7,5,1,1,3,3,3,2,4,4
611,1,1,1,0,0,0,5,5,5,0,2,2,3,3,3
612,6,6,6,6,6,1,7,7,7,5,5,5,5,5,5
613,4,4,1,7,0,0,3,3,3,2,2,5,0,0,0
614,4,2,2,6,1,1,4,4,5,2,5,5,7,3,3
615,7,7,7,7,0,0,4,4,6,6,6,0,6,1,1
616,7,7,7,7,7,0,4,5,5,1,3,3,6,1,1
617,2,2,7,2,2,2,4,6,6,0,0,0,0,0,0
618,1,1,3,0,0,2,0,0,0,5,5,5,0,0,5
619,1,1,1,1,1,5,2,2,2,2,4,4,5,5,6
620,4,4,4,1,1,1,2,2,2,2,5,5,6,6,6
621,6,6,6,4,4,4,3,3,3,2,2,5,1,1,2
622,4,4,2,2,2,2,2,4,4,0,0,2,0,0,0
623,0,0,0,6,4,4,2,2,2,5,4,4,5,5,6
624,0,3,3,6,6,1,1,1,1,5,4,4,1,1,1
625,3,0,0,5,5,0,5,5,0,3,3,5,5,5,6
626,2,2,2,3,6,6,5,5,5,5,5,5,4,4,4
627,4,4,1,1,1,1,5,5,5,3,0,0,0,0,0
628,4,4,4,5,6,6,5,5,5,4,4,4,0,0,0
629,5,5,5,0,0,2,2,2,2,4,4,4,4,4,6
630,1,1,1,5,5,6,5,5,5,3,3,3,2,0,0
631,3,4,4,4,4,4,6,6,6,5,5,5,7,3,3
632,0,0,3,4,4,4,5,1,1,2,2,5,2,0,0
633,2,2,2,0,2,2,0,0,3,3,0,0,1,1,2
634,0,3,3,6,6,6,3,3,3,0,0,2,6,6,6
635,0,5,5,5,0,0,3,7,7,6,0,0,4,3,3
636,5,6,6,4,4,1,2,4,4,3,3,5,3,4,4
637,2,7,7,0,0,2,2,2,4,4,4,4,0,0,0
638,1,3,3,2,2,2,4,4,4,4,6,6,0,0,0
639,1,1,3,0,3,3,3,3,7,1,1,2,7,7,7
640,7,7,7,0,0,2,4,4,6,1,3,3,5,5,5
641,5,5,5,4,4,1,1,4,4,3,5,5,2,4,4
642,2,2,2,2,2,2,6,6,6,1,1,1,0,5,5
643,5,5,5,1,1,7,3,3,3,6,0,0,4,6,6
644,3,3,0,4,4,4,2,2,2,2,2,5,0,0,5
645,2,2,2,5,5,5,1,4,4,0,2,2,4,3,3
646,3,4,4,7,0,0,7,0,0,3,3,5,7,7,3
647,5,5,5,3,3,3,0,3,3,3,3,0,4,4,4
648,4,2,2,3,6,6,3,7,7,4,4,6,0,0,0
649,4,4,1,1,7,7,0,0,0,0,0,1,7,7,7
650,4,4,1,0,0,0,2,2,2,2,2,2,4,4,4
651,7,7,7,0,3,3,6,6,6,2,2,4,0,1,1
652,3,4,4,2,2,2,5,5,5,5,5,5,0,0,0
653,3,4,4,7,7,0,2,2,2,0,0,1,6,6,6
654,2,2,7,1,5,5,3,3,3,2,2,2,2,4,4
655,4,4,2,5,0,0,1,4,4,4,6,6,2,4,4
656,3,3,3,0,0,2,0,0,0,2,2,2,7,7,7
657,1,1,1,5,0,0,2,2,2,6,6,0,0,5,5
658,3,0,0,1,1,5,5,1,1,2,2,5,0,5,5
659,2,2,7,7,7,0,3,3,3,4,4,4,1,1,2
660,4,4,4,3,3,3,3,3,7,5,5,5,6,1,1
661,4,4,2,1,1,1,4,4,4,4,6,6,4,4,6
662,0,0,5,1,1,1,2,4,4,7,7,7,3,3,3
663,0,3,3,5,5,5,5,5,5,0,0,0,3,3,3
664,5,6,6,1,1,5,7,0,0,5,5,5,3,4,4
665,4,2,2,1,1,7,0,0,3,3,0,0,4,3,3
666,4,1,1,3,3,3,6,6,5,0,1,1,7,3,3
667,2,2,2,1,1,1,4,5,5,3,3,5,4,4,4
668,1,1,1,0,0,3,4,5,5,1,1,1,5,6,6
669,1,1,3,5,5,0,4,4,4,5,7,7,6,2,2
670,1,3,3,4,4,1,6,5,5,2,5,5,5,6,6
671,4,4,2,4,4,1,1,1,1,0,1,1,5,5,6
672,5,5,6,0,3,3,6,5,5,1,1,2,0,1,1
673,6,6,6,1,7,7,0,2,2,3,3,3,3,4,4
674,7,0,0,6,6,6,2,2,2,6,0,0,3,3,3
675,4,4,1,3,3,3,6,6,6,4,4,6,2,2,2
676,3,0,0,2,2,5,4,6,6,3,3,3,2,2,4
677,6,6,4,3,3,3,7,0,0,2,2,5,7,7,7
678,4,1,1,3,3,6,2,2,2,7,7,7,3,3,3
679,5,5,5,0,0,2,3,3,3,0,0,2,2,2,2
680,6,6,4,5,5,0,0,0,0,2,2,5,5,5,5
681,4,4,2,2,5,5,5,5,5,5,5,7,1,2,2
682,1,3,3,5,0,0,3,3,3,6,0,0,3,3,4
683,4,1,1,4,4,4,5,1,1,1,3,3,2,4,4
684,7,7,7,1,1,7,6,6,6,3,3,3,2,0,0
685,1,3,3,6,4,4,2,2,2,7,7,3,4,4,6
686,3,3,4,1,7,7,0,2,2,3,3,5,2,2,4
687,1,3,3,3,3,3,4,4,5,0,0,0,2,2,2
688,7,7,7,0,0,0,3,3,3,7,7,3,1,1,2
689,2,2,2,7,7,0,3,3,3,4,4,6,0,0,0
690,1,1,1,6,4,4,2,2,2,6,6,6,0,0,1
691,0,0,5,1,7,7,2,2,2,4,4,4,6,6,6
692,3,4,4,2,2,2,4,5,5,4,4,4,4,4,4
693,0,5,5,5,5,0,2,4,4,3,3,3,4,4,4
694,4,4,2,0,0,3,5,5,5,7,7,7,3,3,3
695,0,3,3,2,5,5,5,5,5,3,3,3,6,2,2
696,7,0,0,2,5,5,7,0,0,7,7,3,4,4,3
697,0,0,3,4,4,4,7,7,7,3,3,3,7,7,3
698,1,3,3,2,2,5,5,1,1,2,2,5,1,1,2
699,7,7,7,3,3,6,5,5,1,3,3,0,7,7,7
700,0,0,5,1,1,1,1,4,4,5,5,7,4,3,3
701,1,1,3,6,4,4,7,7,0,4,6,6,4,4,4
702,5,6,6,0,2,2,0,0,0,3,3,3,6,6,2
703,7,7,0,1,1,1,1,1,1,3,5,5,3,4,4
704,7,7,7,3,3,3,4,4,5,4,4,4,5,5,5
705,0,0,0,4,1,1,5,5,1,6,6,0,5,6,6
706,0,0,0,2,5,5,6,5,5,0,0,0,7,7,3
707,3,0,0,2,2,2,6,6,6,3,3,3,1,1,2
708,1,1,3,1,7,7,1,1,1,0,0,0,7,7,7
709,2,2,2,4,4,4,6,6,5,0,0,2,5,5,6
710,7,0,0,3,3,6,3,7,7,5,4,4,3,3,3
711,0,5,5,7,7,7,6,6,6,5,7,7,3,3,3
712,3,0,0,6,6,1,2,2,2,5,5,7,3,0,0
713,3,3,3,3,3,6,4,5,5,7,7,3,1,1,1
714,6,6,6,5,0,0,6,6,6,6,1,1,0,5,5
715,5,6,6,2,2,2,1,4,4,1,1,3,4,6,6
716,5,5,5,6,6,1,2,2,2,4,4,4,4,4,4
717,6,6,6,5,6,6,3,3,7,5,5,5,6,1,1
718,5,5,5,5,5,0,1,4,4,1,1,2,5,5,5
719,6,6,4,5,5,5,1,4,4,5,5,7,3,3,3
720,4,4,4,0,0,0,1,1,4,2,2,4,6,1,1
721,0,0,0,2,2,2,5,0,0,2,5,5,7,7,3
722,1,1,1,1,7,7,1,4,4,5,5,4,7,7,3
723,2,2,2,3,3,3,5,5,5,2,2,4,2,2,2
724,4,4,2,7,7,0,2,2,2,4,4,4,4,6,6
725,2,2,2,6,4,4,5,5,0,3,0,0,6,6,6
726,3,3,0,7,7,0,4,5,5,0,0,0,3,3,3
727,2,2,2,4,1,1,5,0,0,4,4,4,4,4,3
728,1,1,3,4,4,4,7,7,0,2,2,4,4,3,3
729,0,0,5,2,2,5,6,5,5,5,5,7,4,4,3
730,5,6,6,1,7,7,7,7,0,7,7,3,5,5,6
731,6,6,6,6,6,6,2,2,4,6,6,1,4,6,6
732,4,1,1,1,7,7,0,0,3,1,1,3,0,0,0
733,5,5,6,5,0,0,0,0,0,2,2,4,5,5,6
734,1,3,3,5,6,6,2,2,2,6,1,1,4,4,6
735,0,5,5,0,2,2,6,6,5,6,6,0,6,6,6
736,1,3,3,2,5,5,0,0,0,4,4,6,1,2,2
737,0,5,5,6,6,1,5,5,5,5,5,5,0,0,5
738,4,4,2,5,6,6,0,0,0,6,1,1,0,5,5
739,5,5,5,2,2,2,2,2,2,0,0,2,2,2,0
740,3,3,0,0,0,3,3,3,3,6,6,1,4,3,3
741,3,3,0,7,0,0,3,3,3,5,5,5,4,4,3
742,6,6,6,1,1,5,4,6,6,5,5,5,1,1,1
743,4,4,2,6,6,6,0,2,2,1,3,3,7,7,7
744,2,2,2,3,3,3,3,3,3,6,6,6,4,4,4
745,3,3,4,5,6,6,0,0,0,3,3,3,0,0,0
746,1,1,1,4,4,1,0,3,3,1,2,2,6,6,2
747,2,2,7,5,0,0,7,7,7,5,7,7,1,1,2
748,5,5,6,5,0,0,4,4,5,5,5,5,2,4,4
749,6,4,4,4,1,1,5,5,5,0,0,2,5,5,6
750,5,5,6,0,0,2,5,5,5,0,0,0,4,6,6
751,4,4,1,4,1,1,4,4,4,6,6,6,6,2,2
752,2,7,7,0,0,3,1,1,1,5,5,7,2,2,4
753,4,4,1,3,3,3,5,5,5,1,1,2,0,0,0
754,5,5,5,7,7,7,0,2,2,3,3,0,2,2,4
755,6,6,6,2,2,5,4,5,5,0,0,2,0,1,1
756,4,4,4,6,6,6,7,0,0,3,3,0,0,0,0
757,6,6,4,7,0,0,4,4,4,6,6,0,6,1,1
758,3,3,4,2,5,5,3,7,7,3,3,3,2,4,4
759,5,6,6,2,2,2,2,2,2,2,2,5,0,0,1
760,1,1,1,5,5,0,3,3,3,0,0,1,0,0,0
761,0,0,5,5,5,0,1,1,1,7,7,7,1,1,2
762,0,0,5,3,6,6,3,3,3,6,0,0,6,6,1
763,4,2,2,6,6,6,0,0,0,1,3,3,1,1,2
764,3,4,4,7,7,7,4,4,5,0,0,1,6,6,1
765,0,0,3,7,7,0,1,1,1,5,5,7,2,2,0
766,5,5,6,3,6,6,5,1,1,4,4,4,3,3,3
767,5,5,5,3,3,3,0,0,0,0,0,0,1,1,7
768,3,3,3,6,1,1,1,1,4,2,5,5,5,6,6
769,1,1,1,0,0,3,3,3,7,4,4,6,3,3,0
770,0,0,5,4,4,4,4,5,5,5,5,5,3,3,3
771,2,2,2,1,5,5,3,3,3,2,2,5,4,3,3
772,1,1,3,4,4,4,5,1,1,3,3,5,6,6,1
773,2,7,7,5,5,5,5,1,1,3,3,3,3,3,3
774,3,3,4,2,2,2,5,0,0,7,3,3,0,5,5
775,3,3,4,0,2,2,0,0,3,3,3,3,4,6,6
776,2,2,7,4,4,4,6,6,6,1,3,3,0,1,1
777,7,7,7,3,3,3,0,0,0,6,1,1,0,0,5
778,0,0,0,5,6,6,4,4,6,4,4,4,2,2,2
779,2,2,2,0,0,2,5,5,5,1,2,2,1,7,7
780,5,5,5,5,0,0,0,0,3,3,3,5,3,4,4
781,7,7,0,4,4,1,1,1,4,0,0,0,4,4,6
782,0,5,5,4,1,1,0,3,3,1,2,2,2,0,0
783,4,4,4,4,4,1,2,2,2,5,5,5,1,2,2
784,4,4,2,0,2,2,0,0,2,6,6,1,4,4,6
785,1,1,3,2,2,2,2,2,4,4,6,6,6,1,1
786,5,6,6,0,2,2,2,4,4,3,3,3,4,4,4
787,1,3,3,3,3,6,4,6,6,1,1,1,4,4,4
788,1,3,3,0,0,3,1,1,1,3,0,0,4,4,6
789,0,3,3,3,3,3,0,0,2,7,7,3,0,1,1
790,0,0,3,0,0,2,2,2,2,1,1,1,5,5,5
791,6,6,6,4,1,1,2,2,2,4,4,4,2,2,0
792,1,1,1,0,0,0,6,6,6,7,3,3,6,2,2
793,0,0,5,2,5,5,4,4,4,2,2,5,2,0,0
794,3,3,4,0,0,3,0,0,0,7,3,3,0,5,5
795,3,0,0,7,7,0,5,5,5,2,2,2,2,0,0
796,7,7,7,4,4,4,0,0,3,2,5,5,5,6,6
797,7,0,0,7,0,0,6,6,6,4,4,4,0,5,5
798,6,6,6,6,6,4,5,1,1,2,2,2,0,0,0
799,5,6,6,4,4,4,3,3,3,3,3,3,7,7,3
800,6,6,6,4,4,1,1,1,4,5,4,4,6,1,1
801,7,7,7,5,5,0,7,7,0,5,5,5,2,0,0
802,4,4,2,5,5,5,2,2,2,3,3,3,1,1,1
803,5,5,5,6,6,4,4,4,4,0,2,2,0,0,5
804,3,3,3,2,2,2,4,4,4,2,4,4,2,2,4
805,5,5,5,0,0,0,2,2,2,4,4,4,1,7,7
806,3,3,4,6,1,1,6,6,6,4,4,4,1,1,7
807,7,0,0,0,0,2,1,4,4,3,3,5,3,3,3
808,6,4,4,6,4,4,6,6,5,5,5,5,1,1,2
809,3,0,0,1,1,5,4,4,4,6,0,0,7,7,7
810,0,5,5,0,2,2,0,0,3,4,4,4,3,0,0
811,5,5,5,5,5,6,0,2,2,3,3,0,4,4,4
812,1,1,1,5,5,0,3,3,7,4,6,6,1,7,7
813,6,4,4,3,3,3,6,6,6,4,4,4,3,3,3
814,0,0,0,6,6,4,1,1,1,0,2,2,6,6,1
815,3,3,0,2,5,5,4,4,5,1,2,2,0,1,1
816,3,0,0,7,7,0,5,5,1,6,6,6,4,4,4
817,3,4,4,6,4,4,5,5,1,2,2,2,6,6,1
818,1,3,3,1,1,1,0,0,3,3,3,3,6,2,2
819,4,2,2,1,1,1,2,2,2,5,5,5,6,1,1
820,6,6,4,0,2,2,5,5,1,1,1,2,3,3,3
821,1,1,3,3,6,6,4,5,5,2,4,4,4,4,3
822,4,1,1,1,7,7,4,5,5,3,0,0,2,4,4
823,1,1,3,5,5,0,5,5,5,1,3,3,0,0,0
824,3,0,0,0,3,3,5,5,1,2,2,5,7,3,3
825,7,7,7,4,4,4,1,1,1,0,2,2,7,3,3
826,5,6,6,3,3,3,1,4,4,0,0,0,4,4,4
827,7,7,7,5,5,6,3,7,7,1,1,3,7,7,3
828,7,7,7,4,4,4,6,6,6,3,3,5,1,1,1
829,4,4,2,6,6,1,1,1,1,5,5,5,4,4,4
830,0,3,3,3,3,3,6,6,6,7,7,7,5,5,5
831,4,2,2,1,1,5,0,0,0,1,3,3,3,3,3
832,3,3,0,7,7,7,2,2,2,4,6,6,4,6,6
833,0,0,5,1,1,1,6,6,5,2,2,4,4,3,3
834,4,2,2,7,7,7,6,6,6,0,0,2,0,0,0
835,4,4,4,4,4,1,0,0,2,3,3,3,6,2,2
836,5,5,5,6,6,6,4,6,6,3,3,0,0,0,1
837,4,2,2,1,1,5,3,7,7,2,2,2,2,2,0
838,1,1,1,3,6,6,1,1,4,1,1,1,4,4,3
839,6,6,4,1,5,5,7,7,0,3,3,3,1,7,7
840,1,1,3,5,5,5,5,5,5,5,5,5,0,0,5
841,0,3,3,1,5,5,3,3,3,3,3,0,5,5,6
842,5,5,5,0,0,2,5,1,1,3,3,3,7,7,3
843,7,7,7,4,4,4,2,2,2,0,0,0,3,4,4
844,6,6,6,2,2,2,0,3,3,4,4,6,0,0,0
845,7,7,7,2,2,5,3,3,3,7,7,7,5,5,6
846,3,4,4,0,3,3,0,0,2,4,4,4,4,4,3
847,2,2,2,5,5,0,5,0,0,1,1,3,4,4,4
848,7,7,7,1,1,5,0,0,0,2,2,4,0,5,5
