frame_index,icon_c0_r0,icon_c0_r1,icon_c0_r2,icon_c1_r0,icon_c1_r1,icon_c1_r2,icon_c2_r0,icon_c2_r1,icon_c2_r2,icon_c3_r0,icon_c3_r1,icon_c3_r2,icon_c4_r0,icon_c4_r1,icon_c4_r2
310430,0,0,4,2,0,0,3,3,5,1,0,0,4,4,0
310431,3,3,3,6,4,4,1,1,3,0,0,5,5,5,5
310432,1,1,1,1,1,2,3,2,2,1,1,1,7,7,7
310433,1,1,1,1,2,2,6,6,6,0,0,0,3,3,2
310434,4,1,1,3,3,0,2,2,2,0,0,4,3,3,1
310435,0,4,4,6,6,4,1,1,4,4,4,1,0,0,0
310436,4,1,1,5,5,1,4,4,4,1,1,1,0,0,0
310437,7,3,3,1,1,0,5,5,0,1,1,2,0,0,0
310438,2,2,2,1,1,1,0,0,1,4,4,4,1,1,5
310439,0,2,2,6,6,4,0,0,1,1,1,0,3,3,3
310440,3,3,2,1,1,1,0,0,0,1,1,1,4,5,5
310441,3,3,2,1,1,0,4,5,5,0,5,5,0,0,0
310442,6,1,1,1,1,1,0,0,6,7,4,4,3,3,6
310443,4,4,4,7,7,7,0,4,4,1,2,2,5,0,0
310444,1,1,1,6,6,6,1,4,4,4,1,1,3,3,3
310445,3,3,2,2,0,0,3,3,3,5,5,5,1,1,1
310446,6,1,1,1,2,2,5,3,3,3,3,0,0,0,2
310447,4,4,4,5,5,3,3,7,7,1,1,1,7,7,7
310448,1,3,3,0,0,0,4,4,1,1,3,3,2,0,0
310449,0,0,0,2,8,0,4,1,1,1,1,0,4,5,5
310450,2,2,2,5,5,3,2,2,2,7,7,4,5,5,0
310451,4,4,4,6,4,4,0,0,1,4,4,1,5,4,4
310452,4,4,0,5,3,3,4,4,4,3,6,6,6,6,6
310453,6,6,6,4,4,4,2,2,2,3,3,0,1,1,0
310454,1,1,0,5,5,1,1,4,4,3,3,6,3,3,6
310455,0,1,1,2,3,3,5,5,5,4,4,4,2,2,4
310456,4,0,0,1,1,1,3,3,7,0,0,0,2,2,2
310457,5,5,5,6,6,4,1,1,4,0,7,7,4,4,5
310458,0,4,4,2,2,2,1,1,3,5,5,5,4,5,5
310459,0,4,4,1,1,2,6,6,4,2,0,0,1,1,0
310460,0,0,0,3,3,3,5,5,5,7,4,4,7,7,7
310461,3,3,2,1,1,1,1,1,1,5,3,3,0,4,4
310462,5,5,4,1,1,1,3,3,3,4,1,1,4,4,4
310463,3,3,3,0,0,4,5,5,0,0,0,5,4,4,1
310464,2,4,4,5,5,5,2,2,2,0,0,0,0,3,3
310465,2,2,4,4,4,1,1,1,1,1,1,2,1,1,3
310466,3,1,1,6,4,4,3,3,3,1,1,1,1,0,0
310467,4,1,1,4,1,1,0,0,0,1,2,2,4,4,4
310468,2,4,4,0,0,5,1,1,1,4,4,1,3,3,3
310469,4,4,1,1,2,2,2,1,1,4,4,1,0,3,3
310470,4,4,5,0,4,4,3,3,5,6,6,4,1,1,5
310471,0,0,1,1,1,2,4,4,1,3,3,0,6,6,6
310472,3,3,3,1,1,1,3,3,5,1,1,3,3,2,2
310473,0,0,3,0,0,0,5,5,5,0,5,5,3,2,2
310474,1,3,3,2,2,8,3,7,7,3,3,0,4,4,5
310475,1,1,1,4,4,4,3,7,7,3,0,0,5,5,0
310476,3,1,1,5,5,3,1,1,3,5,5,5,3,3,6
310477,0,2,2,1,1,1,3,3,3,1,2,2,0,0,4
310478,1,1,1,0,0,5,1,1,1,1,2,2,4,4,5
310479,1,1,0,4,4,1,6,6,4,3,3,0,7,7,7
310480,2,2,2,0,5,5,4,4,1,3,0,0,4,5,5
310481,5,0,0,0,5,5,1,1,0,4,4,1,6,6,1
310482,1,1,1,2,2,3,0,0,0,1,3,3,3,3,1
310483,2,2,0,7,7,7,7,7,2,4,1,1,1,1,1
310484,3,3,3,0,0,0,1,1,4,1,1,1,3,3,2
310485,0,0,0,1,1,3,3,3,0,0,0,0,2,2,2
310486,1,1,1,1,1,1,3,3,3,0,0,0,2,2,2
310487,5,5,5,5,5,3,5,3,3,2,3,3,4,5,5
310488,0,0,0,6,4,4,1,1,1,4,4,1,3,3,1
310489,5,4,4,1,2,2,1,1,3,3,0,0,5,4,4
310490,4,4,0,1,1,1,0,0,0,5,3,3,4,4,4
310491,6,6,1,3,3,3,0,0,0,3,0,0,6,6,1
310492,1,1,1,1,1,0,6,4,4,3,3,3,3,6,6
310493,4,4,5,1,1,3,1,1,1,4,4,1,4,4,4
310494,5,5,4,3,6,6,0,0,0,0,4,4,6,1,1
310495,7,3,3,1,1,0,1,1,4,0,0,0,2,2,0
310496,7,7,7,3,6,6,0,0,0,5,3,3,4,4,0
310497,1,0,0,1,1,1,0,0,0,3,3,3,1,1,3
310498,4,4,0,1,1,0,1,8,3,0,0,0,2,4,4
310499,6,6,6,4,4,4,3,3,3,1,2,2,2,2,2
310500,4,4,4,1,1,2,3,5,5,1,1,0,1,1,3
310501,1,1,1,3,3,3,0,0,0,1,0,0,3,6,6
310502,0,4,4,5,1,1,0,0,0,2,2,0,1,1,3
310503,6,6,6,2,0,0,4,1,1,6,4,4,3,3,3
310504,7,7,7,3,3,0,0,0,0,1,2,2,4,4,4
310505,1,1,1,1,1,2,3,3,5,6,6,4,3,2,2
310506,4,0,0,3,3,3,0,0,0,3,0,0,0,0,1
310507,1,1,1,4,4,1,3,3,3,0,0,4,4,5,5
310508,0,0,0,7,7,4,1,1,1,3,0,0,4,4,4
310509,4,1,1,3,3,3,3,3,0,4,4,4,7,3,3
310510,3,3,2,0,0,0,2,2,2,1,0,0,3,3,1
310511,0,0,0,3,3,0,1,1,1,4,4,1,3,6,6
310512,3,3,1,3,3,3,1,1,1,2,0,0,2,2,2
310513,6,6,1,4,4,1,7,7,2,4,4,4,2,2,2
310514,4,4,1,0,0,5,1,4,4,1,1,1,3,2,2
310515,1,7,7,1,1,1,0,0,0,0,0,0,5,5,4
310516,1,5,5,7,7,7,3,0,0,4,4,4,3,2,2
310517,1,1,0,4,4,4,3,5,5,5,5,5,4,4,4
310518,2,0,0,0,0,0,4,4,4,1,1,2,7,7,3
310519,3,6,6,2,2,0,1,1,0,0,0,7,3,3,3
310520,1,7,7,4,4,1,5,5,3,1,0,0,2,2,2
310521,1,1,0,4,4,1,1,0,0,3,3,0,5,5,0
310522,0,3,3,1,2,2,1,3,3,2,2,0,0,0,0
310523,0,0,0,1,1,1,0,0,6,4,4,4,3,1,1
310524,1,1,1,1,1,2,3,3,2,0,0,5,0,0,0
310525,1,1,1,3,0,0,0,2,2,2,2,0,0,0,2
310526,7,7,3,3,3,0,4,4,1,0,4,4,1,5,5
310527,0,0,0,3,3,3,0,4,4,0,0,5,1,1,7
310528,4,4,4,1,1,1,4,4,4,3,3,3,3,3,2
310529,0,2,2,0,0,4,7,2,2,4,4,4,1,1,7
310530,2,2,2,0,0,5,6,6,4,3,3,3,4,4,1
310531,5,5,4,1,0,0,4,4,4,4,4,4,6,1,1
310532,7,7,7,1,0,0,4,4,4,4,1,1,0,0,0
310533,2,2,2,4,4,4,3,3,5,3,3,0,2,4,4
310534,1,7,7,0,4,4,3,3,3,2,2,2,1,1,1
310535,7,3,3,0,0,7,6,4,4,3,3,3,5,0,0
310536,6,6,6,3,0,0,0,0,6,0,7,7,4,4,5
310537,0,0,0,3,3,3,1,1,4,6,4,4,1,1,7
310538,1,0,0,0,0,0,0,2,2,0,0,0,1,1,7
310539,6,6,6,2,2,3,3,3,0,0,0,0,3,3,3
310540,1,1,0,1,3,3,0,0,0,1,1,1,3,3,3
310541,1,1,7,2,2,0,1,0,0,2,0,0,3,6,6
310542,1,1,1,5,5,1,4,4,1,2,3,3,2,2,2
310543,3,2,2,1,1,0,3,3,3,0,4,4,4,1,1
310544,4,1,1,0,5,5,0,0,2,3,0,0,1,1,0
310545,5,5,5,1,1,1,3,3,0,0,5,5,6,1,1
310546,0,3,3,3,3,0,0,0,6,1,1,1,1,1,1
310547,0,0,0,3,3,3,5,5,5,2,2,2,2,0,0
310548,1,1,1,0,5,5,3,5,5,1,0,0,3,3,3
310549,1,7,7,0,0,0,4,5,5,0,5,5,5,0,0
310550,0,0,0,5,5,1,0,0,0,2,2,3,0,4,4
310551,0,0,3,0,0,0,6,4,4,0,0,0,1,3,3
310552,0,0,1,0,0,0,0,0,2,2,2,3,7,7,3
310553,5,5,5,1,1,1,5,5,5,1,1,1,7,3,3
310554,3,3,6,1,1,2,1,3,3,0,0,4,4,4,5
310555,3,3,6,2,2,2,0,0,1,3,3,6,2,2,2
310556,1,1,1,3,3,3,1,1,1,3,3,0,2,2,4
310557,0,3,3,4,1,1,0,0,0,0,4,4,1,3,3
310558,3,2,2,3,3,0,4,1,1,3,3,0,5,4,4
310559,0,1,1,4,1,1,5,5,0,0,5,5,4,4,4
310560,4,5,5,2,8,0,0,0,0,3,0,0,0,0,0
310561,2,2,2,5,3,3,3,3,0,3,3,0,3,1,1
310562,7,3,3,4,4,4,6,6,4,6,6,6,3,3,2
310563,1,0,0,1,1,0,4,4,1,1,1,2,7,7,7
310564,4,0,0,2,2,3,4,5,5,4,4,1,3,3,3
310565,1,1,1,4,1,1,0,0,2,2,2,2,3,3,3
310566,3,3,1,0,0,4,0,6,6,4,4,4,1,1,1
310567,3,3,3,6,4,4,1,1,1,1,1,1,0,2,2
310568,3,1,1,0,0,4,1,3,3,1,2,2,5,0,0
310569,3,3,6,1,2,2,3,3,3,1,2,2,2,2,2
310570,1,1,0,1,0,0,3,3,2,1,1,1,3,3,3
310571,0,0,0,5,5,3,0,1,1,0,4,4,3,2,2
310572,1,1,1,2,2,3,2,2,0,1,1,1,0,0,4
310573,0,0,0,4,4,4,3,3,3,0,4,4,3,2,2
310574,5,4,4,3,3,3,2,2,1,1,0,0,1,0,0
310575,4,4,4,6,6,4,5,5,5,6,6,4,3,3,1
310576,4,0,0,3,3,3,1,3,3,1,2,2,0,0,4
310577,3,3,3,1,1,0,0,0,4,1,1,3,6,6,6
310578,3,3,3,0,0,0,0,4,4,1,1,3,1,7,7
310579,1,1,1,1,1,2,0,0,1,1,1,2,5,5,0
310580,2,2,0,3,6,6,1,1,3,3,3,3,0,0,0
310581,5,5,5,0,0,5,0,6,6,2,2,2,4,4,1
310582,5,5,0,2,2,8,1,4,4,1,1,0,4,4,4
310583,6,6,6,1,1,1,2,0,0,3,3,0,1,7,7
310584,4,4,4,7,4,4,0,6,6,7,7,4,1,7,7
310585,1,1,5,1,1,2,4,4,1,0,0,0,7,7,3
310586,1,3,3,4,1,1,7,7,7,2,3,3,3,3,3
310587,3,2,2,2,2,2,1,3,3,4,4,4,0,1,1
310588,1,5,5,0,0,0,4,4,4,0,7,7,3,6,6
310589,1,3,3,0,0,4,5,5,0,0,0,5,3,1,1
310590,1,5,5,1,1,3,0,0,2,6,4,4,3,3,2
310591,0,1,1,0,0,0,0,0,1,3,3,3,5,5,0
310592,0,0,4,0,0,0,3,3,7,1,1,1,5,5,0
310593,1,1,1,7,4,4,5,5,5,0,0,0,0,3,3
310594,0,0,0,3,3,3,0,2,2,6,6,4,1,5,5
310595,4,4,4,4,4,4,4,4,1,4,4,1,1,1,3
310596,1,1,1,1,0,0,3,2,2,0,0,4,7,7,3
310597,5,5,4,4,1,1,0,0,1,2,0,0,3,3,3
310598,4,4,1,3,3,3,0,0,4,4,1,1,0,0,0
310599,0,0,0,4,1,1,5,5,5,0,0,0,2,2,2
310600,1,1,3,6,6,6,5,5,5,4,4,1,2,4,4
310601,0,0,4,7,4,4,5,3,3,0,5,5,3,6,6
310602,0,0,4,2,2,2,5,5,5,0,0,4,1,1,3
310603,1,7,7,2,3,3,1,1,1,3,3,3,0,0,0
310604,2,2,4,3,3,3,5,5,3,3,0,0,7,7,7
310605,1,1,1,3,6,6,0,0,0,4,4,4,4,0,0
310606,3,6,6,4,4,4,4,5,5,1,1,2,0,0,0
310607,5,5,0,6,4,4,0,0,0,5,1,1,4,4,0
310608,4,4,4,1,1,1,3,5,5,3,3,3,1,1,1
310609,6,6,1,4,4,4,3,3,7,0,0,5,1,5,5
310610,3,3,3,5,5,1,1,1,1,1,0,0,4,4,4
310611,0,3,3,5,1,1,3,3,7,0,4,4,7,7,7
310612,2,2,2,0,0,0,4,1,1,4,1,1,6,1,1
310613,1,1,1,3,3,3,2,2,1,0,0,0,0,4,4
310614,0,0,0,0,0,4,1,0,0,2,3,3,1,1,1
310615,1,1,1,4,4,1,2,0,0,4,8,1,1,7,7
310616,0,0,0,1,1,2,3,5,5,0,0,0,0,2,2
310617,4,4,4,0,0,0,4,1,1,6,6,6,7,3,3
310618,6,6,6,0,7,7,3,0,0,3,3,0,1,1,7
310619,2,2,4,7,7,4,5,5,5,4,4,1,0,0,0
310620,3,3,2,5,5,3,3,3,3,0,5,5,5,0,0
310621,3,3,3,3,3,0,0,0,2,0,0,0,3,3,6
310622,7,7,3,6,4,4,3,3,3,5,5,5,0,0,0
310623,5,4,4,3,3,0,5,0,0,1,2,2,3,3,3
310624,5,0,0,0,4,4,1,4,4,1,1,3,3,3,3
310625,4,5,5,2,2,2,0,0,1,5,5,1,4,0,0
310626,0,0,0,3,3,3,3,7,7,1,1,1,1,0,0
310627,4,4,4,2,2,2,5,3,3,7,7,7,3,3,6
310628,1,1,1,3,3,3,4,4,4,2,2,2,4,4,4
310629,7,3,3,4,4,1,3,3,2,1,1,1,3,3,3
310630,7,3,3,0,5,5,6,6,6,6,4,4,0,0,0
310631,6,6,6,1,0,0,1,8,3,0,7,7,4,0,0
310632,0,0,0,7,4,4,3,3,3,5,3,3,2,2,2
310633,4,4,5,1,2,2,1,1,0,0,0,0,1,0,0
310634,1,1,7,3,3,3,3,3,3,1,2,2,1,1,3
310635,6,1,1,3,3,3,7,7,2,4,4,4,5,5,5
310636,4,4,1,0,0,5,4,1,1,0,0,0,4,4,1
310637,4,0,0,2,3,3,3,3,3,1,1,1,3,3,3
310638,6,1,1,0,0,0,6,6,4,1,1,0,6,1,1
310639,5,5,5,0,0,0,4,4,1,1,1,1,0,0,4
310640,0,0,0,0,0,4,6,4,4,2,2,2,3,3,1
310641,1,1,5,1,1,1,3,5,5,3,0,0,6,1,1
310642,3,3,3,0,4,4,1,0,0,3,3,3,1,1,1
310643,7,7,7,4,4,1,5,5,0,7,7,7,1,1,1
310644,1,1,1,2,2,2,6,6,4,1,1,1,7,7,7
310645,5,5,5,3,0,0,1,1,4,0,0,5,1,1,1
310646,3,3,3,2,3,3,1,0,0,0,0,0,1,1,1
310647,1,1,0,0,5,5,2,0,0,1,1,3,3,3,3
310648,1,1,1,3,3,6,3,3,3,5,5,5,3,3,2
310649,1,1,1,0,5,5,4,4,4,3,3,3,4,4,4
310650,0,0,4,1,1,1,1,0,0,4,8,1,1,1,1
310651,1,0,0,3,3,3,0,2,2,1,2,2,1,3,3
310652,1,7,7,1,1,3,5,5,5,4,4,1,4,4,1
310653,4,0,0,4,4,4,1,1,1,6,6,4,3,2,2
310654,0,1,1,0,0,0,5,5,5,0,0,7,6,6,1
310655,3,3,3,1,1,1,7,7,7,6,6,6,1,5,5
310656,3,3,6,3,3,6,0,0,0,6,6,4,7,7,3
310657,5,5,0,0,0,0,3,3,0,0,4,4,3,1,1
310658,1,1,1,7,4,4,5,5,5,1,1,1,6,6,6
310659,1,1,3,3,3,0,2,2,0,4,4,4,6,6,1
310660,0,4,4,3,3,0,2,0,0,4,1,1,2,2,2
310661,0,2,2,5,5,1,4,5,5,5,5,5,0,4,4
310662,0,1,1,5,3,3,7,7,2,3,3,6,4,4,4
310663,4,5,5,5,5,5,1,1,1,2,3,3,4,5,5
310664,3,3,1,1,1,2,6,6,4,2,2,2,3,3,3
310665,4,4,0,4,1,1,3,3,0,4,8,1,4,4,4
310666,4,1,1,4,4,1,2,2,2,1,1,1,2,2,2
310667,1,1,1,3,3,6,3,3,0,2,2,3,0,3,3
310668,5,0,0,3,0,0,2,0,0,3,6,6,3,6,6
310669,3,1,1,4,1,1,4,4,5,1,1,1,3,3,6
310670,7,7,7,0,0,0,0,0,0,5,5,1,4,4,4
310671,2,2,4,5,5,5,6,6,4,0,0,5,1,7,7
310672,0,0,3,0,0,0,1,1,4,0,0,0,5,4,4
310673,4,0,0,1,1,1,1,1,1,1,1,1,0,0,3
310674,0,1,1,0,5,5,1,1,1,4,4,1,4,4,5
310675,3,3,3,4,4,1,1,3,3,5,5,5,3,2,2
310676,3,1,1,2,0,0,3,3,0,1,1,1,0,0,0
310677,3,3,3,1,1,0,3,3,7,1,1,1,4,4,5
310678,4,5,5,0,0,4,4,1,1,1,1,1,4,4,0
310679,0,0,0,1,1,0,0,2,2,3,3,6,4,4,1
310680,3,3,3,0,0,0,5,5,5,4,4,4,3,2,2
310681,5,5,4,0,0,5,4,4,5,0,0,4,3,3,6
310682,6,6,1,1,1,1,6,6,6,5,5,3,5,0,0
310683,4,4,1,4,4,1,1,1,4,1,0,0,1,7,7
310684,3,3,3,2,2,3,6,6,6,1,2,2,1,1,7
310685,0,0,0,4,4,4,1,1,1,2,2,3,1,1,0
310686,2,2,2,4,4,4,6,6,6,5,1,1,2,2,2
310687,5,4,4,6,6,4,4,4,4,4,1,1,5,5,5
310688,0,0,1,6,4,4,2,1,1,3,3,0,4,4,5
310689,1,1,0,1,0,0,4,4,4,6,6,6,5,4,4
310690,7,3,3,4,1,1,0,0,0,4,4,1,4,4,1
310691,7,7,3,2,3,3,0,0,0,4,1,1,0,0,0
310692,2,0,0,1,1,2,0,1,1,0,0,0,3,3,3
310693,4,5,5,3,3,0,5,0,0,1,1,3,4,1,1
310694,0,0,0,4,1,1,3,3,3,5,5,5,0,0,2
310695,2,2,4,5,5,1,0,0,0,5,3,3,0,3,3
310696,0,0,2,0,5,5,2,2,1,3,3,3,4,4,1
310697,1,1,1,4,1,1,2,2,2,2,3,3,4,1,1
310698,1,1,1,1,1,1,0,0,0,4,1,1,3,3,1
310699,4,4,5,0,4,4,0,4,4,1,2,2,0,0,3
310700,6,1,1,4,4,4,5,5,5,1,1,0,1,1,3
310701,2,0,0,5,3,3,1,1,1,7,4,4,1,5,5
310702,0,0,4,4,4,1,1,1,1,3,3,6,0,0,0
310703,0,0,0,1,1,1,8,3,3,5,5,3,3,3,1
310704,1,1,7,5,3,3,1,3,3,1,1,3,2,2,0
310705,0,2,2,4,4,4,1,0,0,3,3,6,1,1,1
310706,5,5,5,0,0,5,2,2,0,7,7,7,0,0,0
310707,0,0,0,4,4,1,3,3,7,1,1,1,1,1,1
310708,1,1,7,6,6,6,3,3,3,3,0,0,2,2,2
310709,2,2,0,1,1,1,0,0,4,5,5,5,4,1,1
310710,1,1,5,2,0,0,2,2,2,5,5,3,2,2,2
310711,2,4,4,3,0,0,4,5,5,0,0,5,3,3,1
310712,0,0,0,0,0,5,2,2,2,5,5,1,4,4,1
310713,1,1,1,0,4,4,1,1,4,4,1,1,7,7,7
310714,2,2,2,1,3,3,1,3,3,1,1,1,5,5,5
310715,7,7,3,2,3,3,1,0,0,5,3,3,5,5,5
310716,1,1,1,0,0,4,2,1,1,6,4,4,3,3,6
310717,6,6,1,0,0,4,0,0,4,0,0,0,1,1,3
310718,3,3,1,7,7,4,4,1,1,6,4,4,7,3,3
310719,2,2,2,0,4,4,4,5,5,4,4,4,4,5,5
310720,2,4,4,1,1,0,4,5,5,6,6,6,3,2,2
310721,0,2,2,0,0,0,4,5,5,0,4,4,7,3,3
310722,1,3,3,3,3,3,3,3,3,2,0,0,5,5,0
310723,1,1,7,4,1,1,3,3,2,3,3,0,3,6,6
310724,7,3,3,3,3,6,6,4,4,1,1,1,0,0,4
310725,4,4,4,0,0,5,0,0,4,2,2,2,4,4,1
310726,1,1,7,6,4,4,6,6,4,1,1,1,3,3,3
310727,0,0,0,3,3,6,4,4,1,2,2,0,5,5,0
310728,0,1,1,0,7,7,5,3,3,5,5,3,7,7,7
310729,7,7,7,0,0,5,6,6,6,3,0,0,0,0,0
310730,0,0,0,4,1,1,3,3,3,7,7,7,2,0,0
310731,1,1,3,0,0,5,6,6,6,4,1,1,5,5,4
310732,3,2,2,3,3,6,5,5,5,5,1,1,3,1,1
310733,7,7,7,2,2,2,0,0,0,0,4,4,0,0,1
310734,1,1,3,3,3,3,2,2,0,3,3,0,1,1,0
310735,3,3,3,3,3,0,4,1,1,0,0,5,1,1,1
310736,3,3,3,0,0,0,1,1,1,3,6,6,1,3,3
310737,4,4,4,1,1,1,5,5,5,1,2,2,5,5,0
310738,4,1,1,2,3,3,4,4,4,1,1,1,1,0,0
310739,4,4,1,1,2,2,2,2,1,3,3,6,1,1,1
310740,4,4,0,3,3,3,1,0,0,1,1,1,0,0,4
310741,4,4,4,4,4,4,0,4,4,4,4,4,3,3,2
310742,0,0,0,7,4,4,1,1,3,6,6,4,4,5,5
310743,1,1,1,5,5,5,0,0,6,0,0,4,3,3,3
310744,4,4,5,0,5,5,1,3,3,3,0,0,1,1,1
310745,3,3,6,0,0,0,0,1,1,1,1,2,4,4,4
310746,4,4,5,1,2,2,2,2,2,3,3,0,3,6,6
310747,0,0,4,1,1,1,1,3,3,1,1,1,7,7,7
310748,1,1,1,4,1,1,4,4,4,5,5,3,0,3,3
310749,7,7,3,1,1,3,1,1,1,2,2,3,4,4,0
310750,5,5,4,5,5,1,1,1,4,3,3,3,1,1,1
310751,1,1,1,0,0,0,4,4,1,3,3,0,3,3,3
310752,0,4,4,3,3,0,4,4,4,2,2,2,7,7,7
310753,4,4,5,0,0,0,6,6,6,0,0,4,3,3,3
310754,1,1,5,3,3,3,5,3,3,5,5,1,1,1,1
310755,5,5,5,0,0,0,1,1,1,2,3,3,3,3,6
310756,1,1,1,0,0,5,0,0,6,4,4,1,3,2,2
310757,1,1,0,0,0,0,0,0,4,0,5,5,4,5,5
310758,3,3,3,4,1,1,6,6,4,3,0,0,6,1,1
310759,4,5,5,0,0,4,2,2,2,2,3,3,3,3,3
310760,4,4,4,0,0,0,3,3,7,0,5,5,0,0,1
310761,6,6,1,3,0,0,5,5,0,0,0,5,4,4,1
310762,5,5,4,0,0,0,2,2,1,3,0,0,7,7,7
310763,4,4,0,4,4,4,2,2,2,4,4,4,5,0,0
310764,3,3,3,3,6,6,1,1,1,4,4,4,3,3,3
310765,4,0,0,1,1,1,4,1,1,0,0,0,1,1,0
310766,4,4,5,0,0,4,4,4,4,0,0,5,6,1,1
310767,1,1,1,1,1,2,7,7,2,4,4,1,1,5,5
310768,4,4,4,4,4,4,1,1,3,0,0,0,3,2,2
310769,1,0,0,1,2,2,4,4,4,1,1,2,0,0,0
310770,0,4,4,7,7,4,4,1,1,2,2,3,4,4,0
310771,1,5,5,3,3,6,1,1,1,5,5,5,1,0,0
310772,1,1,0,3,3,3,4,1,1,0,4,4,7,3,3
310773,3,3,2,5,5,1,1,0,0,3,3,3,0,0,0
310774,3,3,3,0,0,0,2,2,1,1,2,2,4,4,5
310775,5,5,5,3,3,3,4,4,4,2,0,0,2,2,2
310776,5,5,4,1,2,2,0,0,0,1,1,1,3,2,2
310777,0,0,3,4,1,1,0,0,0,4,1,1,0,0,0
310778,0,0,2,1,1,1,6,4,4,4,4,1,0,0,0
310779,1,1,0,4,4,1,6,4,4,2,3,3,7,3,3
310780,1,1,5,0,0,0,1,1,4,3,0,0,4,5,5
310781,0,0,0,5,5,1,1,1,1,1,3,3,7,3,3
310782,4,4,5,5,5,1,3,3,0,6,6,4,2,2,4
310783,2,4,4,5,5,1,0,0,0,0,0,5,2,2,2
310784,1,1,7,0,0,0,2,2,0,4,4,4,1,1,7
310785,0,0,0,0,0,0,3,2,2,3,3,0,4,4,4
310786,6,6,1,5,5,5,1,0,0,5,5,1,0,0,0
310787,1,1,1,7,7,4,4,5,5,4,4,8,1,1,1
310788,6,6,1,3,0,0,0,0,2,1,2,2,2,2,2
310789,1,3,3,3,6,6,4,4,4,0,0,0,6,1,1
310790,1,1,5,4,1,1,0,0,0,7,4,4,4,4,1
310791,4,4,4,3,3,3,3,5,5,5,1,1,3,6,6
310792,1,1,1,2,2,3,4,1,1,3,3,3,0,0,0
310793,6,6,1,6,6,6,1,3,3,3,3,3,2,2,4
310794,1,1,7,1,1,2,5,5,0,3,3,3,2,4,4
310795,1,1,7,0,0,5,4,4,4,0,0,4,1,1,3
310796,4,4,4,4,1,1,3,3,5,3,3,0,0,2,2
310797,0,0,0,1,1,2,4,4,1,1,3,3,4,4,5
310798,0,2,2,4,4,1,3,5,5,2,2,2,6,1,1
310799,3,3,3,2,2,0,3,7,7,0,0,4,2,0,0
310800,3,3,2,5,5,5,5,5,0,3,0,0,2,2,0
310801,1,3,3,0,4,4,3,3,3,5,5,5,1,1,1
310802,1,1,3,0,5,5,1,1,0,0,0,5,0,0,3
310803,3,3,3,4,1,1,0,0,6,4,4,4,0,3,3
310804,3,3,3,4,4,1,3,3,5,1,2,2,4,1,1
310805,0,2,2,3,6,6,6,6,6,0,4,4,0,0,0
310806,7,3,3,1,1,1,0,2,2,0,0,0,0,0,1
310807,2,2,0,1,1,0,3,3,0,0,0,0,1,1,1
310808,3,3,1,5,5,3,4,4,4,0,0,0,2,4,4
310809,5,5,4,7,4,4,0,0,4,4,1,1,1,1,7
310810,4,4,1,2,2,2,0,2,2,2,2,0,2,0,0
310811,1,1,1,5,5,1,0,0,1,1,2,2,5,5,5
310812,4,4,1,0,7,7,4,4,4,5,5,3,5,4,4
310813,0,0,0,3,6,6,1,3,3,5,1,1,0,0,0
310814,0,0,0,3,3,0,4,4,4,2,2,3,7,3,3
310815,1,0,0,2,0,0,4,4,1,1,1,1,0,0,3
310816,7,3,3,0,0,0,1,1,8,3,3,6,5,4,4
310817,7,7,7,2,2,3,4,4,4,0,0,5,2,2,2
310818,0,0,2,4,4,4,0,0,2,1,1,2,0,3,3
310819,4,1,1,0,5,5,4,4,4,3,3,6,4,4,5
310820,0,2,2,8,0,0,3,3,5,4,1,1,0,0,0
310821,0,2,2,2,8,0,4,4,4,1,1,3,5,0,0
310822,3,1,1,4,1,1,5,5,3,1,1,1,3,6,6
310823,4,4,0,7,7,4,0,0,0,2,2,2,0,0,0
310824,7,7,7,3,3,0,3,5,5,6,6,4,3,3,3
310825,5,5,5,4,1,1,1,3,3,0,0,0,0,3,3
310826,0,0,0,5,5,3,4,4,4,0,0,0,2,2,0
310827,1,1,0,1,1,0,5,5,5,1,1,2,0,4,4
310828,4,4,4,4,4,1,4,4,5,4,4,4,0,1,1
310829,3,3,3,0,0,0,0,1,1,3,3,0,0,0,3
310830,4,5,5,4,4,1,1,1,1,1,1,2,5,5,5
310831,3,2,2,4,4,4,0,4,4,1,1,2,5,0,0
310832,4,4,1,1,0,0,0,1,1,2,2,2,0,0,0
310833,5,5,5,4,1,1,6,4,4,0,0,4,7,7,7
310834,5,5,0,4,1,1,4,4,4,1,3,3,0,1,1
310835,0,0,0,4,4,1,3,3,3,6,6,4,0,0,3
310836,3,3,3,4,4,1,1,1,1,5,1,1,1,0,0
310837,1,1,7,3,3,3,2,0,0,5,5,5,1,3,3
310838,6,1,1,0,0,5,4,4,4,4,4,4,2,2,2
310839,4,1,1,3,6,6,4,4,1,3,3,3,3,3,1
310840,3,3,3,1,1,1,0,4,4,0,0,7,1,1,1
310841,0,0,0,4,1,1,1,1,0,7,4,4,3,6,6
310842,4,4,1,0,5,5,3,3,3,5,5,5,0,4,4
310843,6,6,6,0,0,4,1,1,0,3,3,0,1,1,3
310844,4,4,0,5,5,5,1,1,1,0,7,7,1,1,1
310845,4,4,0,1,2,2,3,3,3,1,2,2,1,1,1
310846,4,4,5,4,1,1,4,5,5,1,3,3,3,3,3
310847,4,0,0,7,7,4,4,4,4,1,0,0,2,4,4
310848,0,1,1,3,3,3,3,3,2,5,1,1,1,1,0
310849,7,7,7,6,4,4,5,0,0,1,1,1,1,1,7
