frame_index,icon_c0_r0,icon_c0_r1,icon_c0_r2,icon_c1_r0,icon_c1_r1,icon_c1_r2,icon_c2_r0,icon_c2_r1,icon_c2_r2,icon_c3_r0,icon_c3_r1,icon_c3_r2,icon_c4_r0,icon_c4_r1,icon_c4_r2
38451,3,3,3,5,3,3,5,5,0,0,0,4,3,1,1
38452,0,0,1,4,1,1,0,0,0,3,3,3,7,3,3
38453,3,2,2,0,0,5,2,2,2,4,4,1,1,1,1
38454,6,6,1,6,4,4,3,3,7,3,3,6,2,2,2
38455,0,1,1,3,0,0,6,6,4,1,1,3,1,1,1
38456,4,4,4,3,3,3,1,0,0,3,3,0,4,4,4
38457,4,4,5,2,2,2,3,3,3,4,4,1,6,1,1
38458,3,3,2,3,6,6,0,4,4,4,4,1,3,3,2
38459,3,3,3,3,3,3,4,4,5,5,5,5,3,3,3
38460,3,1,1,1,1,1,2,2,2,5,1,1,3,2,2
38461,1,1,1,0,0,7,1,1,4,2,2,2,2,2,2
38462,0,2,2,3,3,3,4,5,5,1,1,2,3,3,1
38463,5,4,4,3,3,3,2,2,1,2,2,0,0,3,3
38464,2,4,4,1,2,2,2,2,1,0,4,4,1,1,5
38465,1,1,1,4,4,4,0,0,6,4,1,1,3,3,6
38466,1,1,1,5,5,1,2,2,1,4,4,1,2,4,4
38467,0,0,4,5,5,1,3,3,3,5,1,1,0,0,2
38468,2,2,4,0,5,5,2,2,1,1,3,3,4,4,4
38469,1,1,0,5,3,3,1,1,0,1,2,2,6,6,1
38470,4,1,1,1,1,2,7,7,7,0,0,4,4,1,1
38471,0,0,0,1,1,2,1,3,3,2,2,0,4,4,4
38472,1,1,3,0,0,4,3,5,5,4,1,1,5,5,5
38473,1,0,0,4,1,1,5,5,5,0,0,0,4,1,1
38474,0,2,2,7,7,7,1,1,0,4,4,1,3,1,1
38475,5,5,5,1,1,1,2,2,2,4,4,4,5,5,0
38476,5,4,4,1,1,3,4,1,1,6,6,4,5,5,5
38477,4,4,5,1,2,2,3,0,0,3,3,3,1,1,1
38478,2,0,0,6,6,4,3,3,5,1,1,2,1,3,3
38479,5,5,5,1,1,1,0,0,1,2,2,3,2,2,2
38480,7,7,3,5,3,3,0,0,6,3,3,3,2,2,0
38481,2,0,0,2,2,2,4,4,1,3,0,0,1,1,5
38482,2,4,4,4,4,1,0,0,2,2,2,2,5,5,4
38483,2,2,2,2,3,3,4,4,5,3,3,3,1,1,7
38484,4,1,1,0,0,7,4,4,4,2,2,3,1,1,1
38485,0,0,4,1,1,1,3,2,2,3,3,3,0,2,2
38486,4,4,4,1,1,0,5,5,3,2,3,3,1,1,1
38487,1,1,0,4,4,1,0,0,4,5,5,3,0,4,4
38488,2,4,4,1,2,2,2,2,0,0,0,5,2,0,0
38489,1,1,1,3,6,6,4,4,1,3,0,0,4,4,4
38490,4,4,4,4,1,1,1,1,1,3,3,6,2,2,2
38491,3,3,2,4,4,1,0,0,1,2,3,3,4,4,1
38492,1,3,3,3,3,0,1,1,3,1,1,0,1,1,1
38493,1,7,7,2,3,3,1,1,1,2,2,2,6,1,1
38494,1,1,1,3,3,3,4,4,1,0,5,5,3,3,3
38495,5,5,5,0,0,5,6,6,4,1,1,3,4,0,0
38496,1,1,0,0,0,5,7,7,7,1,1,2,7,3,3
38497,0,3,3,3,3,0,1,1,1,1,1,2,2,2,0
38498,1,5,5,3,6,6,4,4,1,3,0,0,4,5,5
38499,0,0,1,3,0,0,2,0,0,0,0,5,3,2,2
38500,5,5,5,0,0,4,5,5,5,1,2,2,1,3,3
38501,6,6,6,0,0,0,0,0,0,1,1,2,0,0,0
38502,1,1,0,3,3,3,1,1,1,4,4,4,1,3,3
38503,4,5,5,3,0,0,4,4,4,0,0,0,4,4,0
38504,1,1,5,1,2,2,5,5,5,5,3,3,0,3,3
38505,0,2,2,0,4,4,4,4,4,5,5,3,4,4,4
38506,4,4,4,3,3,3,5,5,0,0,0,0,3,3,3
38507,4,5,5,3,3,0,2,2,1,0,0,0,5,0,0
38508,3,2,2,5,5,5,0,0,0,2,3,3,6,6,1
38509,5,5,0,1,2,2,2,2,0,2,0,0,3,3,3
38510,5,0,0,1,1,0,4,4,4,7,7,7,3,6,6
38511,0,0,1,4,4,1,1,1,3,1,2,2,1,1,1
38512,2,4,4,2,2,8,0,0,0,5,5,5,3,3,3
38513,4,0,0,1,1,1,0,0,2,0,5,5,4,5,5
38514,5,5,4,5,3,3,3,3,3,7,4,4,6,6,6
38515,5,5,0,2,2,2,3,3,0,0,4,4,3,3,3
38516,2,2,0,4,4,4,3,3,3,1,1,1,2,4,4
38517,6,1,1,1,3,3,4,4,4,0,0,4,0,0,0
38518,0,0,2,0,5,5,0,0,0,5,5,1,2,2,2
38519,1,5,5,0,0,0,4,4,1,0,0,5,4,5,5
38520,1,0,0,4,4,4,5,5,5,3,0,0,0,0,2
38521,3,3,3,0,0,4,4,1,1,6,6,6,0,4,4
38522,6,6,1,0,0,0,7,2,2,1,2,2,1,1,1
38523,2,2,4,0,0,4,3,3,5,0,0,0,1,1,3
38524,2,2,2,0,0,5,0,0,0,5,1,1,3,3,3
38525,4,4,4,5,1,1,4,4,4,1,1,1,5,5,5
38526,7,7,3,0,0,0,1,1,1,0,4,4,7,7,3
38527,4,4,4,1,1,0,4,4,4,8,1,1,7,7,3
38528,4,4,4,1,2,2,3,3,0,2,3,3,4,4,1
38529,3,3,1,5,5,1,3,3,3,4,4,1,2,4,4
38530,5,5,4,1,1,1,1,1,1,0,4,4,0,0,0
38531,4,5,5,3,0,0,4,4,4,1,1,1,0,0,0
38532,2,2,0,1,2,2,1,1,1,3,0,0,0,1,1
38533,4,1,1,0,0,0,2,2,1,5,5,3,1,1,5
38534,7,7,3,4,4,1,2,1,1,5,5,5,0,1,1
38535,4,1,1,4,4,4,0,1,1,3,3,3,4,1,1
38536,3,1,1,0,4,4,1,1,1,4,1,1,3,6,6
38537,1,3,3,0,0,0,5,0,0,3,0,0,4,5,5
38538,2,2,2,4,4,1,6,6,6,5,5,5,0,0,1
38539,5,5,0,7,4,4,3,5,5,0,5,5,0,2,2
38540,4,1,1,0,0,0,5,5,5,7,7,7,1,0,0
38541,4,1,1,4,4,4,1,1,3,4,1,1,2,2,4
38542,1,1,1,4,4,4,0,0,2,2,0,0,0,3,3
38543,0,0,0,4,4,1,7,7,2,4,1,1,0,0,1
38544,4,4,1,3,3,3,1,1,1,3,3,3,4,5,5
38545,7,7,3,4,1,1,0,0,0,2,2,2,0,0,4
38546,5,4,4,3,3,6,5,5,3,0,0,0,1,1,3
38547,4,4,0,5,3,3,2,2,2,3,3,0,4,0,0
38548,7,7,3,3,3,0,1,1,0,0,0,5,2,2,4
38549,0,3,3,2,2,2,0,6,6,5,1,1,0,1,1
38550,2,2,2,4,4,4,5,3,3,7,7,4,1,1,1
38551,2,2,0,0,0,5,5,3,3,4,4,4,0,0,1
38552,5,5,5,3,6,6,0,0,4,1,1,1,5,4,4
38553,5,5,5,3,3,3,0,6,6,0,0,0,2,4,4
38554,1,1,0,3,3,3,1,1,1,2,2,2,6,6,1
38555,0,4,4,2,2,3,2,1,1,3,3,0,1,1,1
38556,1,1,1,4,4,1,2,2,0,3,6,6,1,3,3
38557,4,4,1,3,3,6,1,1,3,1,1,1,3,3,1
38558,1,7,7,0,7,7,2,2,2,3,3,6,5,5,5
38559,2,0,0,1,1,1,6,6,4,3,3,3,0,3,3
38560,5,5,0,2,2,2,4,1,1,4,4,4,7,7,7
38561,1,5,5,5,5,3,0,1,1,4,4,8,7,7,3
38562,1,1,1,0,0,0,4,4,4,1,3,3,1,0,0
38563,3,3,3,3,3,0,0,2,2,5,3,3,1,1,0
38564,0,1,1,0,0,4,3,3,3,4,1,1,7,3,3
38565,0,2,2,0,0,0,7,7,2,4,1,1,3,3,3
38566,3,1,1,4,4,1,6,6,6,1,1,2,1,1,3
38567,3,6,6,7,7,7,3,3,0,5,3,3,0,1,1
38568,0,0,1,0,0,4,4,1,1,6,6,6,6,1,1
38569,2,2,0,1,1,1,5,5,5,0,5,5,6,1,1
38570,0,0,0,4,4,1,5,5,0,6,6,4,0,0,0
38571,1,1,0,2,2,0,4,4,1,0,0,0,0,3,3
38572,0,4,4,6,6,6,5,5,5,0,0,5,2,4,4
38573,1,1,0,5,5,3,6,6,4,4,1,1,1,1,1
38574,0,1,1,3,6,6,1,1,4,1,1,0,3,3,3
38575,3,3,1,1,1,1,5,0,0,0,0,5,1,1,0
38576,0,3,3,0,0,0,7,7,2,6,6,4,1,1,7
38577,0,0,0,5,5,3,1,1,4,4,4,1,0,0,0
38578,2,4,4,5,5,5,1,1,3,3,3,6,1,5,5
38579,7,3,3,0,0,7,3,3,3,2,3,3,5,5,5
38580,4,4,4,4,1,1,1,1,1,2,2,2,1,1,0
38581,7,7,3,0,0,5,6,4,4,3,6,6,6,6,1
38582,1,0,0,1,1,3,0,1,1,7,7,7,6,1,1
38583,0,0,0,0,4,4,2,1,1,2,3,3,0,0,0
38584,3,3,6,2,2,2,5,5,5,1,1,0,1,1,3
38585,2,2,0,3,0,0,0,0,0,1,1,2,1,1,1
38586,2,2,4,0,4,4,7,7,7,2,3,3,3,3,3
38587,0,3,3,3,3,0,0,0,4,3,3,6,0,4,4
38588,1,1,5,5,5,5,5,3,3,0,0,0,1,7,7
38589,3,3,6,1,1,1,0,1,1,1,1,0,1,5,5
38590,3,6,6,3,0,0,0,1,1,1,1,3,0,0,0
38591,3,3,6,1,1,1,4,4,4,4,4,4,7,7,3
38592,7,3,3,4,1,1,5,5,5,0,0,0,1,1,0
38593,1,1,1,1,1,1,3,7,7,2,0,0,3,3,3
38594,0,4,4,1,1,0,2,0,0,1,1,1,4,4,4
38595,1,1,5,3,3,3,3,3,3,0,5,5,1,1,0
38596,0,0,0,2,3,3,3,0,0,0,4,4,2,2,0
38597,1,3,3,6,4,4,2,0,0,6,6,6,2,2,2
38598,1,0,0,6,6,6,2,1,1,0,0,4,3,3,6
38599,6,6,1,1,1,2,0,0,4,1,3,3,2,2,2
38600,1,5,5,5,5,5,2,2,2,1,1,3,3,1,1
38601,6,1,1,5,5,3,1,3,3,4,4,4,4,4,5
38602,2,0,0,5,1,1,0,0,0,4,1,1,1,1,1
38603,0,0,0,6,4,4,3,7,7,1,2,2,3,3,2
38604,0,0,4,4,4,1,4,1,1,2,2,0,4,4,1
38605,5,5,0,0,0,0,2,2,2,2,2,2,4,4,4
38606,4,4,0,4,4,4,0,0,0,3,3,3,3,6,6
38607,0,2,2,1,1,3,1,1,0,5,5,3,1,3,3
38608,1,1,7,4,4,1,5,5,5,3,3,3,2,2,2
38609,5,5,5,4,4,1,1,0,0,3,0,0,7,7,7
38610,0,0,0,3,3,3,1,8,3,5,5,5,1,1,1
38611,4,5,5,1,1,1,4,4,5,1,1,1,1,1,1
38612,1,1,1,0,0,5,5,5,3,1,1,2,1,1,1
38613,5,4,4,2,2,8,1,3,3,3,3,3,0,2,2
38614,0,0,3,3,3,0,0,0,4,0,7,7,5,5,5
38615,2,2,0,1,1,1,3,0,0,5,5,5,3,3,3
38616,4,4,1,6,6,6,0,1,1,3,3,3,6,6,1
38617,2,2,2,1,1,3,4,4,4,0,0,5,0,0,1
38618,3,3,2,1,1,0,0,0,4,0,7,7,5,5,4
38619,0,0,0,5,5,5,5,5,3,1,2,2,4,4,5
38620,6,1,1,0,5,5,5,5,3,0,0,0,2,2,4
38621,0,4,4,5,1,1,1,1,4,0,0,0,0,0,3
38622,1,1,1,4,4,4,1,1,1,5,5,1,0,0,0
38623,5,0,0,5,5,5,2,2,0,5,5,5,1,7,7
38624,0,0,0,6,4,4,2,0,0,4,1,1,1,1,7
38625,3,3,2,2,0,0,7,2,2,5,5,5,0,0,2
38626,2,2,0,7,7,7,4,4,5,4,4,4,0,0,0
38627,0,4,4,4,1,1,3,3,3,0,0,5,3,3,3
38628,5,5,0,4,4,1,0,0,0,4,4,1,1,1,5
38629,5,5,5,1,1,2,0,2,2,4,1,1,0,1,1
38630,2,2,2,4,1,1,3,3,3,2,2,2,1,1,1
38631,0,0,3,5,5,5,3,3,3,1,0,0,4,4,5
38632,3,3,6,3,6,6,5,3,3,4,1,1,2,2,2
38633,5,5,4,4,4,4,6,6,4,7,7,7,3,3,3
38634,3,3,3,0,0,5,5,3,3,1,1,2,0,0,4
38635,0,0,0,0,0,0,2,2,2,5,3,3,3,1,1
38636,0,0,0,6,4,4,3,3,0,2,2,2,1,0,0
38637,1,1,1,4,1,1,6,4,4,4,4,4,2,2,2
38638,3,3,3,0,0,0,8,3,3,1,1,1,4,4,5
38639,2,0,0,1,1,0,1,0,0,3,6,6,0,4,4
38640,2,2,0,5,5,5,5,5,0,1,1,2,5,0,0
38641,0,0,0,0,0,0,7,7,2,5,1,1,0,0,0
38642,0,0,2,0,0,0,7,7,7,0,5,5,3,3,6
38643,1,1,1,4,4,4,4,4,4,1,2,2,4,4,0
38644,1,3,3,1,2,2,3,3,7,4,1,1,4,0,0
38645,2,0,0,1,1,1,4,1,1,5,5,5,6,1,1
38646,0,2,2,2,2,3,4,4,1,4,1,1,4,4,1
38647,1,1,0,1,1,1,2,2,0,6,6,6,2,2,2
38648,0,0,2,1,0,0,1,1,1,4,4,4,6,6,6
38649,1,1,7,3,0,0,3,3,3,2,2,2,2,0,0
38650,2,2,4,1,1,3,2,2,1,0,4,4,0,4,4
38651,0,0,2,0,5,5,3,5,5,0,4,4,1,1,3
38652,0,0,0,3,3,0,1,1,3,3,0,0,4,4,4
38653,2,2,0,3,3,3,4,1,1,3,3,0,0,4,4
38654,4,4,4,3,0,0,5,0,0,3,3,3,5,5,0
38655,0,0,0,2,2,8,4,4,4,5,3,3,2,2,0
38656,0,0,2,0,7,7,0,0,4,1,2,2,4,4,0
38657,3,3,3,0,0,0,6,4,4,3,3,0,2,0,0
38658,1,1,5,0,7,7,4,4,1,0,0,5,2,2,4
38659,1,1,1,7,4,4,4,1,1,2,2,3,0,2,2
38660,6,6,6,1,1,2,0,0,0,3,3,3,0,1,1
38661,5,5,4,1,1,1,4,4,1,1,3,3,3,6,6
38662,1,1,5,3,3,0,1,1,1,4,4,1,1,3,3
38663,3,3,1,1,0,0,5,0,0,0,0,0,1,1,5
38664,6,6,6,4,4,1,1,3,3,0,0,7,2,2,2
38665,5,5,0,1,2,2,4,4,5,0,0,5,2,4,4
38666,4,4,4,0,0,4,1,0,0,2,3,3,4,4,4
38667,3,3,3,3,3,0,0,2,2,0,0,0,1,7,7
38668,0,0,1,0,0,5,4,4,1,3,3,0,3,6,6
38669,3,6,6,5,5,3,4,1,1,2,2,2,1,1,1
38670,0,0,0,4,1,1,4,5,5,2,2,3,3,2,2
38671,5,4,4,3,0,0,4,4,1,0,0,0,1,1,1
38672,3,3,2,1,2,2,5,0,0,1,1,2,5,5,5
38673,1,3,3,4,1,1,4,4,5,5,1,1,5,5,5
38674,2,2,4,2,2,3,0,6,6,5,5,1,6,6,6
38675,0,0,4,1,1,2,3,3,3,2,2,3,2,2,0
38676,3,1,1,7,4,4,4,4,1,2,0,0,0,0,2
38677,4,1,1,0,0,4,2,2,2,3,3,3,5,5,0
38678,4,1,1,0,4,4,3,3,3,3,0,0,2,2,4
38679,1,1,0,3,3,3,0,1,1,1,2,2,0,4,4
38680,3,3,3,7,7,4,4,4,4,0,0,0,6,6,6
38681,0,2,2,0,0,0,2,2,1,0,5,5,2,2,2
38682,1,1,7,4,4,4,1,1,0,2,3,3,1,0,0
38683,1,3,3,2,2,2,4,4,5,4,4,1,3,1,1
38684,5,4,4,3,0,0,3,3,0,5,5,5,7,7,7
38685,0,0,0,1,1,1,6,6,6,1,1,2,7,7,7
38686,5,5,5,0,0,0,0,4,4,0,0,0,4,4,1
38687,0,0,0,0,0,5,2,2,1,6,4,4,0,0,0
38688,1,1,1,5,3,3,4,4,5,0,0,0,2,2,0
38689,1,3,3,4,1,1,0,4,4,0,4,4,4,4,0
38690,3,3,1,1,2,2,0,0,6,3,3,0,4,4,4
38691,3,2,2,1,2,2,1,1,1,6,4,4,3,2,2
38692,7,7,7,4,4,1,3,5,5,0,5,5,0,1,1
38693,1,1,3,5,3,3,0,2,2,4,1,1,1,3,3
38694,0,2,2,0,0,0,4,4,4,0,0,5,2,2,2
38695,0,0,0,1,2,2,1,1,0,5,3,3,1,7,7
38696,7,7,7,3,3,6,2,2,0,4,4,1,0,4,4
38697,3,3,3,1,1,1,2,0,0,1,2,2,0,3,3
38698,0,0,0,2,8,0,2,1,1,0,4,4,0,0,0
38699,3,3,3,1,1,2,1,0,0,5,5,3,2,2,4
38700,0,0,0,5,5,5,3,7,7,5,1,1,0,0,3
38701,6,6,1,2,3,3,3,3,3,3,3,6,0,4,4
38702,1,3,3,1,0,0,2,2,0,0,0,0,3,3,1
38703,6,1,1,3,0,0,5,5,5,0,0,4,5,5,5
38704,1,5,5,1,0,0,3,3,3,2,2,0,4,0,0
38705,1,0,0,3,3,0,0,0,0,4,1,1,4,4,0
38706,3,6,6,6,4,4,1,3,3,5,5,5,1,5,5
38707,3,3,2,0,0,4,3,3,3,1,0,0,3,3,2
38708,2,4,4,5,5,5,0,0,0,0,4,4,7,3,3
38709,4,4,4,5,5,5,4,4,1,4,1,1,7,7,7
38710,2,2,2,3,3,0,0,4,4,1,1,3,1,7,7
38711,3,3,3,6,4,4,1,4,4,1,1,1,3,3,3
38712,5,0,0,4,4,1,5,5,5,3,3,3,4,4,0
38713,4,0,0,4,4,4,0,0,0,6,6,6,4,0,0
38714,3,3,3,5,5,3,0,4,4,1,2,2,7,7,7
38715,2,0,0,1,1,1,4,5,5,6,6,4,0,4,4
38716,1,1,1,5,3,3,4,4,1,0,7,7,0,0,0
38717,1,1,7,1,1,0,3,5,5,0,4,4,3,3,3
38718,3,3,6,0,5,5,1,4,4,4,4,4,2,0,0
38719,3,3,2,3,0,0,2,1,1,0,0,4,6,6,6
38720,1,3,3,3,3,3,7,7,2,3,3,3,3,3,3
38721,5,5,4,5,5,1,0,4,4,2,0,0,1,0,0
38722,5,5,5,0,5,5,4,5,5,3,0,0,5,4,4
38723,3,3,1,0,0,5,4,4,1,5,5,5,5,5,4
38724,1,1,7,4,1,1,4,4,1,6,4,4,3,3,1
38725,0,0,0,6,4,4,0,0,0,0,4,4,5,4,4
38726,1,1,5,2,2,3,0,4,4,0,0,0,5,0,0
38727,4,1,1,3,0,0,1,4,4,3,0,0,3,3,2
38728,4,0,0,2,3,3,0,0,6,3,3,3,2,0,0
38729,3,3,3,0,4,4,3,3,3,4,4,4,5,5,5
38730,5,5,0,3,3,3,6,4,4,3,0,0,4,1,1
38731,0,0,4,2,2,2,4,4,5,1,1,1,1,5,5
38732,4,4,4,1,1,2,1,0,0,6,6,6,6,6,6
38733,1,1,3,1,1,2,1,1,3,4,1,1,0,3,3
38734,7,7,7,0,4,4,4,4,5,2,2,3,1,7,7
38735,3,3,6,1,1,2,5,5,5,4,1,1,5,5,5
38736,4,5,5,3,3,6,5,0,0,0,0,5,1,7,7
38737,6,6,6,4,4,4,3,3,3,2,2,0,1,1,0
38738,6,1,1,5,1,1,1,1,4,0,5,5,1,1,1
38739,3,3,1,4,4,4,4,5,5,0,0,5,6,1,1
38740,4,4,0,5,3,3,4,4,4,1,0,0,7,7,7
38741,7,7,7,4,1,1,1,3,3,1,1,1,5,5,5
38742,5,5,0,0,0,4,4,1,1,3,3,3,2,2,4
38743,1,7,7,0,0,0,4,4,1,3,3,3,4,0,0
38744,4,0,0,7,7,4,4,1,1,1,1,2,3,3,1
38745,4,4,5,1,1,1,5,5,0,1,2,2,0,4,4
38746,4,4,4,3,0,0,0,6,6,1,1,0,4,4,4
38747,0,0,4,1,2,2,5,5,5,2,2,3,3,1,1
38748,2,2,0,2,2,2,0,0,0,5,5,3,5,5,5
38749,1,0,0,5,1,1,3,3,7,1,1,1,3,3,3
38750,0,0,0,3,3,3,3,3,3,0,4,4,3,2,2
38751,3,1,1,1,3,3,0,6,6,6,6,6,5,5,5
38752,1,1,7,0,0,0,0,0,0,2,2,0,0,3,3
38753,3,3,2,1,1,1,6,6,6,0,0,0,0,0,2
38754,5,5,5,1,1,0,1,1,4,3,0,0,0,0,0
38755,1,7,7,1,1,1,4,5,5,4,4,8,2,2,2
38756,4,4,0,6,4,4,2,2,2,4,1,1,4,4,4
38757,2,2,0,3,3,0,1,1,1,3,3,6,4,5,5
38758,7,7,3,1,1,0,4,4,5,0,5,5,4,4,0
38759,3,2,2,3,3,0,5,5,5,1,0,0,2,2,2
38760,0,3,3,1,0,0,0,0,2,0,0,4,0,0,0
38761,4,1,1,0,5,5,0,0,0,0,5,5,2,2,2
38762,6,6,1,2,2,0,2,0,0,6,6,6,0,3,3
38763,5,5,4,3,3,3,5,5,5,3,3,0,1,3,3
38764,1,1,7,0,0,4,0,6,6,3,3,3,7,7,3
38765,2,2,2,7,7,4,5,5,5,1,1,1,0,0,0
38766,4,5,5,0,0,0,6,6,6,4,8,1,2,2,4
38767,1,1,5,0,0,0,0,0,0,6,6,4,4,1,1
38768,4,4,4,0,5,5,0,6,6,2,2,2,6,1,1
38769,3,3,3,4,4,1,4,1,1,4,8,1,5,0,0
38770,3,1,1,1,1,1,2,2,2,4,8,1,5,5,5
38771,0,0,0,1,0,0,2,2,0,0,0,4,2,0,0
38772,4,4,4,2,2,2,4,4,4,1,3,3,0,0,1
38773,2,0,0,3,6,6,0,0,4,1,0,0,5,4,4
38774,6,6,1,2,2,3,1,1,1,2,2,0,4,4,5
38775,3,3,3,0,5,5,2,2,0,0,4,4,3,3,3
38776,0,0,3,1,1,1,2,2,1,3,3,0,5,5,5
38777,4,4,4,5,5,1,0,0,0,3,3,3,3,6,6
38778,0,2,2,3,6,6,6,6,6,4,1,1,5,5,4
38779,0,3,3,2,2,2,5,5,3,2,3,3,6,6,1
38780,0,3,3,4,4,1,7,2,2,1,1,2,1,5,5
38781,4,4,5,0,0,4,1,1,4,3,0,0,0,0,0
38782,7,7,7,4,4,1,4,5,5,1,0,0,5,5,0
38783,2,4,4,3,3,3,1,1,1,5,5,3,0,0,3
38784,2,2,2,1,1,1,3,3,5,1,1,1,1,0,0
38785,0,0,0,1,1,1,1,1,1,1,1,1,5,4,4
38786,6,1,1,0,7,7,2,2,2,3,0,0,3,2,2
38787,5,5,4,5,5,3,2,1,1,0,0,4,7,7,7
38788,1,1,5,1,1,2,5,0,0,0,0,4,3,3,3
38789,4,4,5,3,6,6,2,2,0,3,6,6,2,2,0
38790,2,2,4,1,1,2,5,3,3,0,7,7,1,1,1
38791,0,4,4,1,1,1,1,1,1,2,2,2,4,4,1
38792,0,0,0,1,2,2,0,1,1,3,3,0,2,2,2
38793,2,4,4,5,3,3,0,2,2,6,6,4,5,5,5
38794,1,1,1,3,0,0,1,1,0,3,3,3,3,1,1
38795,1,1,1,5,5,3,3,3,5,0,0,0,4,0,0
38796,2,2,4,0,0,5,1,1,4,4,4,4,5,4,4
38797,7,7,3,5,1,1,2,2,0,3,3,3,5,5,5
38798,5,5,4,3,0,0,0,0,0,6,4,4,3,1,1
38799,4,4,1,3,6,6,2,2,2,2,2,3,4,0,0
38800,2,4,4,0,0,4,0,0,1,4,4,1,0,0,1
38801,3,3,3,8,0,0,0,0,1,0,0,0,1,1,3
38802,1,1,1,2,3,3,0,0,1,1,1,1,1,1,1
38803,1,1,7,2,2,2,1,1,1,4,1,1,3,3,3
38804,3,3,3,1,1,1,0,0,0,2,2,2,5,5,4
38805,1,3,3,1,1,1,3,3,3,6,6,4,1,3,3
38806,0,0,0,1,2,2,1,3,3,4,4,4,5,5,0
38807,3,3,1,4,4,1,0,0,4,1,1,1,1,1,5
38808,7,7,7,0,5,5,7,7,2,5,5,5,3,3,2
38809,2,4,4,4,1,1,0,4,4,3,3,6,7,7,3
38810,2,2,0,3,3,3,4,4,4,4,4,1,5,5,5
38811,1,3,3,5,5,5,1,1,0,0,0,4,0,0,0
38812,2,2,4,0,0,5,6,6,6,0,0,0,4,4,1
38813,0,0,0,1,1,1,0,0,6,0,0,0,5,5,4
38814,1,1,1,0,0,5,5,0,0,1,1,1,2,2,2
38815,0,0,0,5,5,5,1,4,4,2,2,2,5,5,5
38816,2,2,2,3,3,3,0,0,0,5,5,5,5,5,4
38817,4,0,0,5,5,5,0,6,6,1,1,1,7,3,3
38818,1,0,0,6,6,6,2,2,2,3,3,3,0,2,2
38819,1,5,5,4,1,1,3,5,5,4,4,1,3,2,2
38820,5,5,5,1,1,1,1,1,3,5,1,1,6,6,6
38821,1,1,1,2,0,0,5,5,5,3,3,3,5,5,5
38822,5,5,0,3,3,3,3,3,3,3,3,3,3,3,2
38823,4,0,0,5,5,1,0,2,2,1,2,2,0,0,4
38824,2,2,0,2,2,3,3,3,3,1,2,2,0,0,0
38825,1,1,1,3,3,0,7,7,7,2,2,3,3,3,3
38826,1,1,1,1,1,1,2,1,1,4,4,1,4,0,0
38827,0,0,1,3,6,6,3,5,5,1,1,2,3,6,6
38828,1,1,1,1,1,3,6,6,4,2,0,0,1,1,3
38829,0,3,3,2,3,3,4,4,1,0,0,5,2,4,4
38830,4,4,4,2,2,8,1,1,1,3,6,6,1,7,7
38831,5,5,5,3,0,0,1,1,1,3,3,3,5,4,4
38832,4,4,1,5,5,5,2,2,1,1,3,3,1,1,0
38833,5,0,0,0,0,5,1,0,0,5,1,1,1,1,1
38834,3,3,3,4,4,4,2,1,1,4,1,1,5,5,5
38835,0,0,0,1,2,2,0,0,4,2,3,3,4,1,1
38836,1,5,5,2,2,0,0,4,4,1,1,2,3,6,6
38837,5,0,0,4,1,1,2,1,1,3,0,0,0,1,1
38838,5,4,4,3,3,3,4,4,4,4,4,1,3,3,2
38839,0,0,3,4,4,1,4,4,4,3,3,0,4,4,1
38840,3,3,1,1,1,2,7,2,2,5,5,3,3,3,3
38841,1,1,3,4,4,4,4,4,4,0,0,0,7,7,3
38842,7,7,7,0,5,5,6,6,4,3,3,0,1,1,1
38843,6,1,1,1,2,2,4,4,4,4,4,4,2,0,0
38844,0,0,0,1,1,1,2,1,1,3,6,6,7,3,3
38845,1,1,7,1,0,0,5,0,0,1,1,0,2,0,0
38846,6,6,1,1,3,3,0,0,0,3,3,0,1,1,0
38847,4,4,5,7,4,4,7,7,2,0,0,4,4,4,1
38848,1,1,5,6,4,4,0,1,1,0,0,0,5,5,5
38849,3,1,1,7,7,4,4,5,5,5,3,3,0,0,1
38850,0,0,0,4,1,1,4,4,5,0,0,5,0,2,2
38851,7,3,3,1,1,2,5,5,5,1,1,0,2,4,4
38852,0,0,4,5,5,3,3,5,5,1,1,1,4,4,4
38853,3,3,3,5,5,1,4,4,5,0,5,5,0,0,0
38854,2,2,4,0,0,0,0,0,0,2,2,2,5,5,0
38855,2,2,4,0,0,0,0,0,4,2,3,3,4,4,5
38856,6,1,1,6,4,4,3,3,2,4,4,4,5,5,5
38857,2,2,2,0,5,5,0,0,0,1,1,2,0,0,0
38858,6,1,1,5,5,1,3,3,3,1,1,1,5,0,0
38859,4,4,0,2,8,0,1,1,3,8,1,1,6,6,1
38860,0,3,3,4,4,4,3,3,5,1,1,1,5,5,5
38861,2,2,2,1,0,0,0,0,0,1,1,1,1,0,0
38862,0,0,0,0,0,5,1,1,0,2,0,0,4,0,0
38863,2,2,2,0,0,5,6,6,4,2,2,3,2,0,0
38864,1,1,3,3,0,0,0,0,0,3,3,3,3,3,2
38865,1,1,5,0,0,0,0,4,4,3,3,3,4,5,5
38866,0,0,1,5,5,5,2,2,2,4,4,4,7,3,3
38867,1,1,7,1,1,2,0,0,0,2,2,2,0,0,0
38868,5,5,4,2,2,3,4,4,5,5,5,5,3,3,2
38869,3,3,6,1,2,2,2,2,2,5,5,1,5,0,0
38870,4,4,4,3,3,0,1,1,1,0,0,0,0,3,3
